table_id,source_file,record_scope,field_path,column_title,description,description_status,json_types,required_in_scope,nullable,repeatable,record_presence_count,record_count,value_count,example_json,linked_data_term,information_dimensions,current_editability,linked_art_candidate
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],geometry,Geometry,GeoJSON geometry associated with this source feature.,curated,null;object,yes,yes,no,134,134,134,null,https://purl.org/geojson/vocab#geometry,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],geometry.coordinates,Coordinates,Coordinate array following the GeoJSON geometry type.,curated,array,no,no,no,85,134,85,[],https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],geometry.coordinates[],Coordinates,Coordinate array following the GeoJSON geometry type.,curated,array,no,no,yes,84,134,90,"[[-55.16676691999346,5.834604260218155],[-55.16673488482119,5.834726200551591]]",https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],geometry.coordinates[][],Coordinates,Coordinate array following the GeoJSON geometry type.,curated,array,no,no,yes,84,134,482,"[-55.16676691999346,5.834604260218155]",https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],geometry.coordinates[][][],Coordinates,Coordinate array following the GeoJSON geometry type.,curated,number,no,no,yes,84,134,964,-55.16676691999346,https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],geometry.type,Type,Record or feature type used by the current application model.,curated,string,no,no,no,85,134,85,"""MultiLineString""",@type,space;vocabulary,immutable-source,type / classified_as
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],properties,Properties,Source attributes attached to a GeoJSON feature.,curated,object,yes,no,no,134,134,134,"{""id"":null,""Name"":""[naamloos]""}",https://purl.org/geojson/vocab#properties,content,immutable-source,
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],properties.id,Id,Stable identifier used to address this record.,curated,null,yes,yes,no,134,134,134,null,,identity,immutable-source,id / identified_by (Identifier)
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],properties.Name,Name,Label supplied by the original GIS source feature.,curated,string,yes,no,no,134,134,134,"""[naamloos]""",,content,immutable-source,
08-place-points-qgis-export20260619-streetsparamaribo1804map,data/08-place-points-qgis/export20260619/streetsParamaribo1804map.geojson,features[],type,Type,Record or feature type used by the current application model.,curated,string,yes,no,no,134,134,134,"""Feature""",@type,vocabulary,immutable-source,type / classified_as
