table_id,source_file,record_scope,field_path,column_title,description,description_status,json_types,required_in_scope,nullable,repeatable,record_presence_count,record_count,value_count,example_json,linked_data_term,information_dimensions,current_editability,linked_art_candidate
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],geometry,Geometry,GeoJSON geometry associated with this source feature.,curated,object,yes,no,no,10,10,10,"{""type"":""MultiPolygon"",""coordinates"":[[[[559494.9874956481,645557.1832148461],[559139.7843549952,644928.1339931312],[559052.7305402949,644963.9338777747],[559392.9666338272,6456...",https://purl.org/geojson/vocab#geometry,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],geometry.coordinates,Coordinates,Coordinate array following the GeoJSON geometry type.,curated,array,yes,no,no,10,10,10,"[[[[559494.9874956481,645557.1832148461],[559139.7843549952,644928.1339931312],[559052.7305402949,644963.9338777747],[559392.9666338272,645604.7997256047],[559494.9874956481,645...",https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],geometry.coordinates[],Coordinates,Coordinate array following the GeoJSON geometry type.,curated,array,yes,no,yes,10,10,10,"[[[559494.9874956481,645557.1832148461],[559139.7843549952,644928.1339931312],[559052.7305402949,644963.9338777747],[559392.9666338272,645604.7997256047],[559494.9874956481,6455...",https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],geometry.coordinates[][],Coordinates,Coordinate array following the GeoJSON geometry type.,curated,array,yes,no,yes,10,10,11,"[[559494.9874956481,645557.1832148461],[559139.7843549952,644928.1339931312],[559052.7305402949,644963.9338777747],[559392.9666338272,645604.7997256047],[559494.9874956481,64555...",https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],geometry.coordinates[][][],Coordinates,Coordinate array following the GeoJSON geometry type.,curated,array,yes,no,yes,10,10,102,"[559494.9874956481,645557.1832148461]",https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],geometry.coordinates[][][][],Coordinates,Coordinate array following the GeoJSON geometry type.,curated,number,yes,no,yes,10,10,204,559494.9874956481,https://purl.org/geojson/vocab#coordinates,space,immutable-source,defined_by (GeometricPlaceExpression)
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],geometry.type,Type,Record or feature type used by the current application model.,curated,string,yes,no,no,10,10,10,"""MultiPolygon""",@type,space;vocabulary,immutable-source,type / classified_as
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],properties,Properties,Source attributes attached to a GeoJSON feature.,curated,object,yes,no,no,10,10,10,"{""id"":0,""wijk"":""A"",""buurt"":""Combé Links"",""wijk_buurt"":""ACL"",""label"":null}",https://purl.org/geojson/vocab#properties,content,immutable-source,
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],properties.buurt,Buurt,Neighbourhood label transcribed from the original GIS source.,curated,null;string,yes,yes,no,10,10,10,"""Combé Links""",,space,immutable-source,
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],properties.id,Id,Stable identifier used to address this record.,curated,integer,yes,no,no,10,10,10,0,,identity,immutable-source,id / identified_by (Identifier)
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],properties.label,Label,Human-readable label supplied for a referenced entity.,curated,null,yes,yes,no,10,10,10,null,,vocabulary,immutable-source,
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],properties.wijk,Wijk,Ward label transcribed from the original GIS source.,curated,string,yes,no,no,10,10,10,"""A""",,space,immutable-source,
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],properties.wijk_buurt,Wijk Buurt,Combined ward and neighbourhood label transcribed from the original GIS source.,curated,string,yes,no,no,10,10,10,"""ACL""",,space,immutable-source,
08-place-points-qgis-export20260619-districts-paramaribo-ow-1817,data/08-place-points-qgis/export20260619/districts_paramaribo_OW_1817.geojson,features[],type,Type,Record or feature type used by the current application model.,curated,string,yes,no,no,10,10,10,"""Feature""",@type,vocabulary,immutable-source,type / classified_as
